itemdesc,company,brand,packaging,qty,uomdesc,pack_size
COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 220 ML,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,220,ML,220.00 ML
COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 330 ML,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,330,ML,330.00 ML
COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 750 ML,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,750,ML,750.00 ML
COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 1000 ML,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,1000,ML,1000.00 ML
COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 1500 ML,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,1500,ML,1500.00 ML
COOL & COOL (E I & M PVT LTD) CREAM SODA-PET 2000 ML,E I & M (PRIVATE) LTD,COOL & COOL CREAM SODA,PET,2000,ML,2000.00 ML
ICY CREAM SODA-PET 350 ML,ICY BEVERAGES,ICY CREAM SODA,PET,350,ML,350.00 ML
ICY CREAM SODA-PET 1500 ML,ICY BEVERAGES,ICY CREAM SODA,PET,1500,ML,1500.00 ML
ICY CREAM SODA-PET 750 ML,ICY BEVERAGES,ICY CREAM SODA,PET,750,ML,750.00 ML
MAX CREAM SODA-PET 400 ML,MAX BEVERAGES,MAX CREAM SODA,PET,400,ML,400.00 ML
MALINDU CREAM SODA-PLCUP 200 ML,MALINDU DAIRY (PVT) LTD,MALINDU CREAM SODA,PLCUP,200,ML,200.00 ML
MAX CREAM SODA-PET 1000 ML,MAX BEVERAGES,MAX CREAM SODA,PET,1000,ML,1000.00 ML
MAX CREAM SODA-PET 1500 ML,MAX BEVERAGES,MAX CREAM SODA,PET,1500,ML,1500.00 ML
MAX CREAM SODA-PET 2000 ML,MAX BEVERAGES,MAX CREAM SODA,PET,2000,ML,2000.00 ML
MAX CREAM SODA-PET 375 ML,MAX BEVERAGES,MAX CREAM SODA,PET,375,ML,375.00 ML
MAX CREAM SODA-PET 500 ML,MAX BEVERAGES,MAX CREAM SODA,PET,500,ML,500.00 ML
MAX CREAM SODA-PET 750 ML,MAX BEVERAGES,MAX CREAM SODA,PET,750,ML,750.00 ML
MAX CREAM SODA SUGAR FREE-PET 375 ML,MAX BEVERAGES,MAX CREAM SODA SUGAR FREE,PET,375,ML,375.00 ML
MIRAGE ICE CREAM SODA-PET 1000 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,1000,ML,1000.00 ML
MIRAGE ICE CREAM SODA-PET 200 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,200,ML,200.00 ML
MIRAGE ICE CREAM SODA-PET 2000 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,2000,ML,2000.00 ML
MIRAGE ICE CREAM SODA-PET 250 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,250,ML,250.00 ML
MIRAGE ICE CREAM SODA-PET 350 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,350,ML,350.00 ML
MIRAGE ICE CREAM SODA-PET 600 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,600,ML,600.00 ML
MIRAGE ICE CREAM SODA-PET 750 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,750,ML,750.00 ML
MIRAGE ICE CREAM SODA-PET 1500 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE CREAM SODA,PET,1500,ML,1500.00 ML
OLE CREAM SODA-PET 250 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,250,ML,250.00 ML
OLE CREAM SODA-PET 500 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,500,ML,500.00 ML
MY CREAM SODA-PET 2000 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,2000,ML,2000.00 ML
MY CREAM SODA-PET 1000 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,1000,ML,1000.00 ML
MY CREAM SODA-PET 1500 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,1500,ML,1500.00 ML
MY CREAM SODA-PET 200 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,200,ML,200.00 ML
MY CREAM SODA-PET 330 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,330,ML,330.00 ML
MY CREAM SODA-PET 500 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,500,ML,500.00 ML
MY CREAM SODA-PET 750 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA,PET,750,ML,750.00 ML
MY CREAM SODA ZERO-PET 1000 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA ZERO,PET,1000,ML,1000.00 ML
MY CREAM SODA ZERO-PET 330 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA ZERO,PET,330,ML,330.00 ML
MY CREAM SODA ZERO-PET 750 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY CREAM SODA ZERO,PET,750,ML,750.00 ML
OLE CREAM SODA-PET 1000 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,1000,ML,1000.00 ML
OLE CREAM SODA-PET 1500 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,1500,ML,1500.00 ML
OLE CREAM SODA-PET 2250 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,2250,ML,2250.00 ML
OLE CREAM SODA-PET 330 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,330,ML,330.00 ML
OLE CREAM SODA-PET 345 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,345,ML,345.00 ML
OLE CREAM SODA-PET 750 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,PET,750,ML,750.00 ML
OLE CREAM SODA-RGB 200 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,RGB,200,ML,200.00 ML
OLE CREAM SODA-RGB 400 ML,PEPSICO INTERNATIONAL,OLE CREAM SODA,RGB,400,ML,400.00 ML
LANKA CREAM SODA-PET 1500 ML,WICHY BEVERAGES (PVT) LTD,LANKA CREAM SODA,PET,1500,ML,1500.00 ML
LANKA CREAM SODA-PET 330 ML,WICHY BEVERAGES (PVT) LTD,LANKA CREAM SODA,PET,330,ML,330.00 ML
LANKA CREAM SODA-PET 850 ML,WICHY BEVERAGES (PVT) LTD,LANKA CREAM SODA,PET,850,ML,850.00 ML
CAMEL LEMON-PET 400 ML,ARTINAT CORDIALS INDUSTRIES,CAMEL LEMON,PET,400,ML,400.00 ML
LANKA LEMON CRUSH-PET 330 ML,WICHY BEVERAGES (PVT) LTD,LANKA LEMON CRUSH,PET,330,ML,330.00 ML
KIST KIZZ 215 ML CAN SPARKLING LIME DRINK,CPC AGRO FOODS (PVT) LTD,KIST KIZZ LIME,CAN,215,ML,215.00 ML
KIST KIZZ 250 ML CAN GINGER BEER SPARKLING LIME DRINK,CPC AGRO FOODS (PVT) LTD,KIST KIZZ GINGER BEER,CAN,250,ML,250.00 ML
KIST KIZZ 250 ML CAN SPARKLING LIME DRINK,CPC AGRO FOODS (PVT) LTD,KIST KIZZ LIME,CAN,250,ML,250.00 ML
KIST RIDE 250 ML CAN CLASSIC CAFFENAITED BEVRAGES,CPC AGRO FOODS (PVT) LTD,KIST RIDE,CAN,250,ML,250.00 ML
ELEPHANT CHAZE-PET 1000 ML,CEYLON COLD STORES,ELEPHANT CHAZE,PET,1000,ML,1000.00 ML
ELEPHANT CHAZE-PET 2000 ML,CEYLON COLD STORES,ELEPHANT CHAZE,PET,2000,ML,2000.00 ML
ELEPHANT CHAZE-RGB 400 ML,CEYLON COLD STORES,ELEPHANT CHAZE,RGB,400,ML,400.00 ML
ELEPHANT LEMONADE-PET 1000 ML,CEYLON COLD STORES,ELEPHANT LEMONADE,PET,1000,ML,1000.00 ML
ELEPHANT LEMONADE-PET 1500 ML,CEYLON COLD STORES,ELEPHANT LEMONADE,PET,1500,ML,1500.00 ML
ELEPHANT LEMONADE-PET 2000 ML,CEYLON COLD STORES,ELEPHANT LEMONADE,PET,2000,ML,2000.00 ML
ELEPHANT LEMONADE-PET 500 ML,CEYLON COLD STORES,ELEPHANT LEMONADE,PET,500,ML,500.00 ML
ELEPHANT LEMONADE-RGB 400 ML,CEYLON COLD STORES,ELEPHANT LEMONADE,RGB,400,ML,400.00 ML
ELEPHANT LEMONADE-RGB 200 ML,CEYLON COLD STORES,ELEPHANT LEMONADE,RGB,200,ML,200.00 ML
ELEPHANT LEMOKI-PET 350 ML,CEYLON COLD STORES,ELEPHANT LEMOKI,PET,350,ML,350.00 ML
ELEPHANT LIME CRUSH-PET 1000 ML,CEYLON COLD STORES,ELEPHANT LIME CRUSH,PET,1000,ML,1000.00 ML
ELEPHANT LIME CRUSH-PET 350 ML,CEYLON COLD STORES,ELEPHANT LIME CRUSH,PET,350,ML,350.00 ML
ELEPHANT LIME CRUSH-PET 500 ML,CEYLON COLD STORES,ELEPHANT LIME CRUSH,PET,500,ML,500.00 ML
ELEPHANT LIME CRUSH-RGB 200 ML,CEYLON COLD STORES,ELEPHANT LIME CRUSH,RGB,200,ML,200.00 ML
ELEPHANT LIME CRUSH-RGB 400 ML,CEYLON COLD STORES,ELEPHANT LIME CRUSH,RGB,400,ML,400.00 ML
COOOL ZIP-PET 1000 ML,COOL & COOL ASIA (PVT) LTD,COOOL ZIP,PET,1000,ML,1000.00 ML
COOOL ZIP-PET 350 ML,COOL & COOL ASIA (PVT) LTD,COOOL ZIP,PET,350,ML,350.00 ML
SPRITE-CAN 300 ML,COCA-COLA BEVERAGES,SPRITE,CAN,300,ML,300.00 ML
SPRITE-PET 1250 ML,COCA-COLA BEVERAGES,SPRITE,PET,1250,ML,1250.00 ML
SPRITE-PET 1500 ML,COCA-COLA BEVERAGES,SPRITE,PET,1500,ML,1500.00 ML
SPRITE-PET 2000 ML,COCA-COLA BEVERAGES,SPRITE,PET,2000,ML,2000.00 ML
SPRITE-PET 2000 ML (B/W-SPRITE-PET 2000 ML+ KINLEY 500 ML FREE),COCA-COLA BEVERAGES,SPRITE,PET,2000,ML,2000.00 ML
SPRITE-PET 2000 ML + SAVE RS 21,COCA-COLA BEVERAGES,SPRITE,PET,2000,ML,2000.00 ML
SPRITE-PET 2250 ML,COCA-COLA BEVERAGES,SPRITE,PET,2250,ML,2250.00 ML
SPRITE-PET 250 ML,COCA-COLA BEVERAGES,SPRITE,PET,250,ML,250.00 ML
SPRITE-PET 400 ML,COCA-COLA BEVERAGES,SPRITE,PET,400,ML,400.00 ML
SPRITE-PET 750 ML,COCA-COLA BEVERAGES,SPRITE,PET,750,ML,750.00 ML
SPRITE-PET 1050 ML,COCA-COLA BEVERAGES,SPRITE,PET,1050,ML,1050.00 ML
SPRITE-RGB 1000 ML,COCA-COLA BEVERAGES,SPRITE,RGB,1000,ML,1000.00 ML
SPRITE-RGB 175 ML,COCA-COLA BEVERAGES,SPRITE,RGB,175,ML,175.00 ML
SPRITE-RGB 300 ML,COCA-COLA BEVERAGES,SPRITE,RGB,300,ML,300.00 ML
SPRITE ZERO-PET 1050 ML,COCA-COLA BEVERAGES,SPRITE ZERO,PET,1050,ML,1050.00 ML
SPRITE ZERO-PET 2000 ML,COCA-COLA BEVERAGES,SPRITE ZERO,PET,2000,ML,2000.00 ML
SPRITE ZERO-PET 250 ML,COCA-COLA BEVERAGES,SPRITE ZERO,PET,250,ML,250.00 ML
SPRITE ZERO-PET 400 ML,COCA-COLA BEVERAGES,SPRITE ZERO,PET,400,ML,400.00 ML
SPRITE ZERO-PET 750 ML,COCA-COLA BEVERAGES,SPRITE ZERO,PET,750,ML,750.00 ML
COOL & COOL (E I & M PVT LTD) ZIP-PET 1000 ML,E I & M (PRIVATE) LTD,COOL & COOL ZIP,PET,1000,ML,1000.00 ML
COOL & COOL (E I & M PVT LTD) ZIP-PET 1500 ML,E I & M (PRIVATE) LTD,COOL & COOL ZIP,PET,1500,ML,1500.00 ML
COOL & COOL (E I & M PVT LTD) ZIP-PET 330 ML,E I & M (PRIVATE) LTD,COOL & COOL ZIP,PET,330,ML,330.00 ML
COOL & COOL (E I & M PVT LTD) ZIP-PET 750 ML,E I & M (PRIVATE) LTD,COOL & COOL ZIP,PET,750,ML,750.00 ML
ICY LEMONADE-PET 750 ML,ICY BEVERAGES,ICY LEMONADE,PET,750,ML,750.00 ML
ICY LEMONADE-PET 750 ML LITE LOW SUGAR,ICY BEVERAGES,ICY LEMONADE LITE LOW SUGAR,PET,750,ML,750.00 ML
ICY PRIDE PET 1500 ML,ICY BEVERAGES,ICY PRIDE,PET,1500,ML,1500.00 ML
ICY PRIDE PET 350 ML,ICY BEVERAGES,ICY PRIDE,PET,350,ML,350.00 ML
ICY PRIDE PET 750 ML,ICY BEVERAGES,ICY PRIDE,PET,750,ML,750.00 ML
MAX PRITE -PET 750 ML,MAX BEVERAGES,MAX PRITE,PET,750,ML,750.00 ML
MAX PRITE-PET 1000 ML,MAX BEVERAGES,MAX PRITE,PET,1000,ML,1000.00 ML
MAX PRITE-PET 1500 ML,MAX BEVERAGES,MAX PRITE,PET,1500,ML,1500.00 ML
MAX PRITE-PET 375 ML,MAX BEVERAGES,MAX PRITE,PET,375,ML,375.00 ML
MAX PRITE NO SUGAR-PET 375 ML,MAX BEVERAGES,MAX PRITE NO SUGAR,PET,375,ML,375.00 ML
MAX PRITE NO SUGAR-PET 750 ML,MAX BEVERAGES,MAX PRITE NO SUGAR,PET,750,ML,750.00 ML
MIRAGE ICE LIMADE-PET 1000 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE LIMADE,PET,1000,ML,1000.00 ML
MIRAGE ICE LIMADE-PET 1500 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE LIMADE,PET,1500,ML,1500.00 ML
MIRAGE ICE LIMADE-PET 350 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE LIMADE,PET,350,ML,350.00 ML
MIRAGE ICE LIMADE-PET 600 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE LIMADE,PET,600,ML,600.00 ML
MIRAGE ICE LIMADE-PET 750 ML,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE ICE LIMADE,PET,750,ML,750.00 ML
MY LEMON-PET 1000 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY LEMON,PET,1000,ML,1000.00 ML
MY LEMON-PET 330 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY LEMON,PET,330,ML,330.00 ML
MY LEMON-PET 750 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY LEMON,PET,750,ML,750.00 ML
MY LEMON ZERO-PET 1000 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY LEMON ZERO,PET,1000,ML,1000.00 ML
MY LEMON ZERO-PET 330 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY LEMON ZERO,PET,330,ML,330.00 ML
MY LEMON ZERO-PET 750 ML,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY LEMON ZERO,PET,750,ML,750.00 ML
7 UP VINTAGE-PET 500 ML,PEPSICO INTERNATIONAL,7 UP,PET,500,ML,500.00 ML
7 UP-CAN 300 ML,PEPSICO INTERNATIONAL,7 UP,CAN,300,ML,300.00 ML
7 UP-LEMON PET 1000 ML,PEPSICO INTERNATIONAL,7 UP,PET,1000,ML,1000.00 ML
7 UP-LEMON PET 1500 ML,PEPSICO INTERNATIONAL,7 UP,PET,1500,ML,1500.00 ML
7 UP-LEMON PET 2000 ML,PEPSICO INTERNATIONAL,7 UP,PET,2000,ML,2000.00 ML
7 UP-LEMON PET 2000 ML (B/W-7 UP-LEMON PET 2000 ML+PEPSI PET 345 ML FREE),PEPSICO INTERNATIONAL,7 UP,PET,2345,ML,2000.00 ML
7 UP-LEMON PET 250 ML,PEPSICO INTERNATIONAL,7 UP,PET,250,ML,250.00 ML
7 UP-LEMON PET 330 ML,PEPSICO INTERNATIONAL,7 UP,PET,330,ML,330.00 ML
7 UP-LEMON PET 345 ML,PEPSICO INTERNATIONAL,7 UP,PET,345,ML,345.00 ML
7 UP-LEMON PET 750 ML,PEPSICO INTERNATIONAL,7 UP,PET,750,ML,750.00 ML
7 UP-LEMON PET 500 ML,PEPSICO INTERNATIONAL,7 UP,PET,500,ML,500.00 ML
7 UP-LEMON- CAN 250 ML,PEPSICO INTERNATIONAL,7 UP,CAN,250,ML,250.00 ML
7 UP-LEMON PET 2250 ML,PEPSICO INTERNATIONAL,7 UP,PET,2250,ML,2250.00 ML
7 UP-RGB 200 ML,PEPSICO INTERNATIONAL,7 UP,RGB,200,ML,200.00 ML
7 UP-RGB 207 ML,PEPSICO INTERNATIONAL,7 UP,RGB,207,ML,207.00 ML
7 UP-RGB 300 ML,PEPSICO INTERNATIONAL,7 UP,RGB,300,ML,300.00 ML
7 UP LITE-PET 1500 ML,PEPSICO INTERNATIONAL,7 UP LITE,PET,1500,ML,1500.00 ML
7 UP LITE-PET 500 ML,PEPSICO INTERNATIONAL,7 UP LITE,PET,500,ML,500.00 ML
MOUNTAIN DEW-PBT 250 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,CAN,250,ML,250.00 ML
MOUNTAIN DEW-PET 1000 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,PET,1000,ML,1000.00 ML
MOUNTAIN DEW-PET 1500 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,PET,1500,ML,1500.00 ML
MOUNTAIN DEW-PET 2000 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,PET,2000,ML,2000.00 ML
MOUNTAIN DEW-PET 2250 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,PET,2250,ML,2250.00 ML
MOUNTAIN DEW-PET 345 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,PET,345,ML,345.00 ML
MOUNTAIN DEW-PET 500 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,PET,500,ML,500.00 ML
MOUNTAIN DEW-PET 750 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,PET,750,ML,750.00 ML
MOUNTAIN DEW-RGB 200 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,RGB,200,ML,200.00 ML
MOUNTAIN DEW-RGB 300 ML,PEPSICO INTERNATIONAL,MOUNTAIN DEW,RGB,300,ML,300.00 ML
LANKA LEMON CRUSH-PET 850 ML,WICHY BEVERAGES (PVT) LTD,LANKA LEMON CRUSH,PET,850,ML,850.00 ML
LANKA LEMON CRUSH-PET 1500 ML,WICHY BEVERAGES (PVT) LTD,LANKA LEMON CRUSH,PET,1500,ML,1500.00 ML
CAMEL ORANGE-PET 1500 ML,ARTINAT CORDIALS INDUSTRIES,CAMEL ORANGE,PET,1500,ML,1500.00 ML
CAMEL ORANGE-PET 400 ML,ARTINAT CORDIALS INDUSTRIES,CAMEL ORANGE,PET,400,ML,400.00 ML
CAMEL ORANGE-PET 750 ML,ARTINAT CORDIALS INDUSTRIES,CAMEL ORANGE,PET,750,ML,750.00 ML
KIST KIZZ 215 ML CAN SPARKLING ORANGE DRINK,CPC AGRO FOODS (PVT) LTD,KIST KIZZ ORANGE,CAN,215,ML,215.00 ML
ELEPHANT ORANGE BARLEY-PET 1500 ML,CEYLON COLD STORES,ELEPHANT ORANGE BARLEY,PET,1500,ML,1500.00 ML
ELEPHANT ORANGE BARLEY-PET 1000 ML,CEYLON COLD STORES,ELEPHANT ORANGE BARLEY,PET,1000,ML,1000.00 ML
ELEPHANT ORANGE BARLEY-PET 2000 ML,CEYLON COLD STORES,ELEPHANT ORANGE BARLEY,PET,2000,ML,2000.00 ML
ELEPHANT ORANGE BARLEY-PET 500 ML,CEYLON COLD STORES,ELEPHANT ORANGE BARLEY,PET,500,ML,500.00 ML
ELEPHANT ORANGE BARLEY-RGB 200 ML,CEYLON COLD STORES,ELEPHANT ORANGE BARLEY,RGB,200,ML,200.00 ML
ELEPHANT ORANGE BARLEY-RGB 400 ML,CEYLON COLD STORES,ELEPHANT ORANGE BARLEY,RGB,400,ML,400.00 ML
ELEPHANT ORANGE CRUSH-PET 1000 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH,PET,1000,ML,1000.00 ML
ELEPHANT ORANGE CRUSH-PET 1500 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH,PET,1500,ML,1500.00 ML
ELEPHANT ORANGE CRUSH-PET 2000 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH,PET,2000,ML,2000.00 ML
ELEPHANT ORANGE CRUSH-PET 350 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH,PET,350,ML,350.00 ML
ELEPHANT ORANGE CRUSH-PET 500 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH,PET,500,ML,500.00 ML
ELEPHANT ORANGE CRUSH-RGB 200 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH,RGB,200,ML,200.00 ML
ELEPHANT ORANGE CRUSH-RGB 400 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH,RGB,400,ML,400.00 ML
ELEPHANT ORANGE CRUSH GO SUGAR FREE-PET 1000 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH GO SUGAR FREE,PET,1000,ML,1000.00 ML
ELEPHANT ORANGE CRUSH GO SUGAR FREE-PET 2000 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH GO SUGAR FREE,PET,2000,ML,2000.00 ML
ELEPHANT ORANGE CRUSH GO SUGAR FREE-PET 500 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH GO SUGAR FREE,PET,500,ML,500.00 ML
ELEPHANT ORANGE CRUSH GO SUGAR FREE-RGB 200 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH GO SUGAR FREE,RGB,200,ML,200.00 ML
ELEPHANT ORANGE CRUSH GO SUGAR FREE-RGB 400 ML,CEYLON COLD STORES,ELEPHANT ORANGE CRUSH GO SUGAR FREE,RGB,400,ML,400.00 ML
7 ORANGE PLBOT 1000 ML,CEYLON LION BEVERAGE PVT LTD,7 ORANGE,PET,1000,ML,1000.00 ML
7 ORANGE PLBOT 1500 ML,CEYLON LION BEVERAGE PVT LTD,7 ORANGE,PET,1500,ML,1500.00 ML
7 ORANGE PLBOT 350 ML,CEYLON LION BEVERAGE PVT LTD,7 ORANGE,PET,350,ML,350.00 ML
7 ORANGE PLBOT 750 ML,CEYLON LION BEVERAGE PVT LTD,7 ORANGE,PET,750,ML,750.00 ML
COOOL ORANGY-PET 1500 ML,COOL & COOL ASIA (PVT) LTD,COOOL ORANGY,PET,1500,ML,1500.00 ML
COOOL ORANGY-PET 2000 ML,COOL & COOL ASIA (PVT) LTD,COOOL ORANGY,PET,2000,ML,2000.00 ML
COOOL ORANGY-PET 220 ML,COOL & COOL ASIA (PVT) LTD,COOOL ORANGY,PET,220,ML,220.00 ML
FANTA ORANGE-PET 1500 ML,COCA-COLA BEVERAGES,FANTA ORANGE,PET,1500,ML,1500.00 ML
FANTA ORANGE-PET 1500 ML (1250 ML + FREE 250 ML),COCA-COLA BEVERAGES,FANTA ORANGE,PET,1500,ML,1500.00 ML
FANTA ORANGE-PET 2000 ML,COCA-COLA BEVERAGES,FANTA ORANGE,PET,2000,ML,2000.00 ML
FANTA ORANGE-PET 2250 ML,COCA-COLA BEVERAGES,FANTA ORANGE,PET,2250,ML,2250.00 ML
FANTA ORANGE-PET 250 ML,COCA-COLA BEVERAGES,FANTA ORANGE,PET,250,ML,250.00 ML
FANTA ORANGE-PET 400 ML,COCA-COLA BEVERAGES,FANTA ORANGE,PET,400,ML,400.00 ML
FANTA ORANGE-PET 750 ML,COCA-COLA BEVERAGES,FANTA ORANGE,PET,750,ML,750.00 ML
FANTA ORANGE-PET 1050 ML,COCA-COLA BEVERAGES,FANTA ORANGE,PET,1050,ML,1050.00 ML
FANTA ORANGE-RGB 175 ML,COCA-COLA BEVERAGES,FANTA ORANGE,RGB,175,ML,175.00 ML
FANTA ORANGE-RGB 300 ML,COCA-COLA BEVERAGES,FANTA ORANGE,RGB,300,ML,300.00 ML
FANTA ORANGE SUGAR FREE-PET 1050 ML,COCA-COLA BEVERAGES,FANTA ORANGE SUGAR FREE,PET,1050,ML,1050.00 ML
FANTA ORANGE SUGAR FREE-PET 2000 ML,COCA-COLA BEVERAGES,FANTA ORANGE SUGAR FREE,PET,2000,ML,2000.00 ML
FANTA ORANGE SUGAR FREE-PET 250 ML,COCA-COLA BEVERAGES,FANTA ORANGE SUGAR FREE,PET,250,ML,250.00 ML
FANTA ORANGE SUGAR FREE-PET 400 ML,COCA-COLA BEVERAGES,FANTA ORANGE SUGAR FREE,PET,400,ML,400.00 ML
COOL & COOL (E I & M PVT LTD) ORANGY-PET 1000 ML,E I & M (PRIVATE) LTD,COOL & COOL ORANGY,PET,1000,ML,1000.00 ML
COOL & COOL (E I & M PVT LTD) ORANGY-PET 220 ML,E I & M (PRIVATE) LTD,COOL & COOL ORANGY,PET,220,ML,220.00 ML
COOL & COOL (E I & M PVT LTD) ORANGY-PET 330 ML,E I & M (PRIVATE) LTD,COOL & COOL ORANGY,PET,330,ML,330.00 ML
COOL & COOL (E I & M PVT LTD) ORANGY-PET 750 ML,E I & M (PRIVATE) LTD,COOL & COOL ORANGY,PET,750,ML,750.00 ML
COOL & COOL (E I & M PVT LTD) ORANGY-PET 1500 ML,E I & M (PRIVATE) LTD,COOL & COOL ORANGY,PET,1500,ML,1500.00 ML
COOL & COOL (E I & M PVT LTD) ORANGY-PET 350 ML,E I & M (PRIVATE) LTD,COOL & COOL ORANGY,PET,350,ML,350.00 ML
ICY ORANGE-PET 350 ML,ICY BEVERAGES,ICY ORANGE,PET,350,ML,350.00 ML
ICY ORANGE-PET 1500 ML,ICY BEVERAGES,ICY ORANGE,PET,1500,ML,1500.00 ML
ICY ORANGE-PET 350 ML LITE LOW SUGAR,ICY BEVERAGES,ICY ORANGE LITE LOW SUGAR,PET,350,ML,350.00 ML
ICY ORANGE-PET 750 ML,ICY BEVERAGES,ICY ORANGE,PET,750,ML,750.00 ML
ICY ORANGE-PET 750 ML LITE LOW SUGAR,ICY BEVERAGES,ICY ORANGE LITE LOW SUGAR,PET,750,ML,750.00 ML
MIRINDA ORANGE-CAN 300 ML-IMPORTED,IMPORTED,MIRINDA,CAN,300,ML,300.00 ML
MAX ORANGE-PET 400 ML,MAX BEVERAGES,MAX ORANGE,PET,400,ML,400.00 ML
MAX ORANGE-PET 1000 ML,MAX BEVERAGES,MAX ORANGE,PET,1000,ML,1000.00 ML
MAX ORANGE-PET 1500 ML,MAX BEVERAGES,MAX ORANGE,PET,1500,ML,1500.00 ML
MAX ORANGE-PET 2000 ML,MAX BEVERAGES,MAX ORANGE,PET,2000,ML,2000.00 ML
MAX ORANGE-PET 375 ML,MAX BEVERAGES,MAX ORANGE,PET,375,ML,375.00 ML
MAX ORANGE-PET 500 ML,MAX BEVERAGES,MAX ORANGE,PET,500,ML,500.00 ML
