MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC POWER PLUS / 10X ADVANCED/ 200ML/ ORIGINAL/ 5 MINUTES ACTION/ PBT,200,ML,200ML ,PBT
LAKFAIR INDUSTRIES ,LAKFAIR ,LAKFAIR SPECIAL NOODLES/ 1KG / EWRPK ,1,KG,1KG,EWRPK 
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC POWER PLUS / 10X ADVANCED/ 500ML / ORIGINAL/ 5 MINUTES ACTION/ BPT,500,ML,500ML ,BPT
CAP DAIRIES ,CAP PANIKAJU,CAP / PANIKAJU / 250ML / PLASTIC CUP,250,ML,250ML ,PLASTIC CUP
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80/ML/PLBOT/DAMAGE RESTORE SHAMPOO ACTIV-MIX + FREE LIFEBUOY/75/GM/EWRPK/GLOWING SKIN SAKURA AND PINK CLAY ,80,ML,80ML ,PLBOT 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,75,GM,75GM ,CDBOX 
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/400/ML/PLBOT/HEALTHY BRIGHT IN 2 WEEKS RESTORES VISIBLY BRIGHT SKIN,400,ML,400ML ,PLBOT 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP,75,GM,75GM ,CDBOX 
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA\100\G\POUCH\CHILLI PIECES ,100,GM,100G,POUCH
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA \50G\POUCH \CURRY POWDER ,50,GM,50G,POUCH
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA\100\G\POUCH\RAW CURRY POWDER ,100,GM,100G,POUCH 
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA \100\G\POUCH \CHILLI POWDER ,100,GM,100G,POUCH
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA\50\G\POUCH \CHILLI POWDER ,50,GM,50G,POUCH
SARA FRUIT PRODUCTS,SEA LION WOODAPPLE,SEA LION\190\ML\GBT\WOODAPPLE DRINK,10000,10000,190 ML,GBT
MENAKA FOOD PRODUCTS ,MENAKA ,MENAKE/50 /GM/PLPCH/CHILLI POWDER/+ SAVE RS 10/MENAKA FOOD PRODUCTS ,10000,10000,50 GM,PLPCH 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN BISCUIT ASSORTMENT,MALIBAN/190/GM/CREAM CRACKER + FREE ASTRA FAT SPREAD 18 GM,10000,10000,190 GM,PLPCH
FRESHVILLE SWEET PVT LTD,DELZIAS,DELZIAS/01/NO/CENTER FILL STRAWBERRY FLAVOUR BUBBLE GUM ,10000,10000,NO 01,PLPCH
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85 GM/PLPCH/CAROL COOKIES,10000,10000,85 GM,PLPCH 
UNILEVER SRI LANKA LTD,LUX,LUX SOFT GLOW/70/GM/VITAMIN C+E/ EWRPK ,10000,10000,70 GM,EWRPK 
MALWATTE SWEETS,LION ,LION /1200G/CD BOX/FAMILY GIFT /,1200,GM,1200G,CD
USWATTE CONFECTIONERY,USWATTE ,USWATTE /1.1G/PBT/DIN FRIT JELLES,1.1,GM,1.1G,PBT
ASIAN CAUSEWAY PAINTS,CAUSEWAY,CAUSEWAY /20/LITER/PLCAN/6 IN 1 AQUA SAFE PREMIUM EXTERIOR WATHERPROOFING PAINT ,20,LITER,20LITER,PLCAN
UNILEVER SRI LANKA LTD,PE,PEARS BABY ALOE VERA & NEEM CHOOTY PACK BABY SOAP 70 GM (SAVE 20),70,GM,70GM,CDBOX
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/85/GM/PL POUCH/CAROL COOKIES ,10000,10000,85 GM ,PL POUCH
UNILEVER SRI LANKA LTD,SACHILIGHT,SUNLIGHT/110/GM/PL POU/REAL LEMON+3+ FTEE SUNLIGHT/110/GM/PL POU/LAVENDER,110,GM,110GMÃ—3+110GM,PL POU
LAKSHI PRODUCTS,LAKSHI ,LAKSHI/50/GM/PLPCH/CHILLI POWDER ,50,GM,50GM,PLPCH
HEMAS PHARMACEUTICALS (PVT) LTD,INFAMAMA,INFAMAMA/400/GM/TIN/A+ VANILA+ SAVE RS 500,10000,10000,400 GM,TIN
4 EVER SKIN NATURALS (PVT) LTD,4 EVER,4 EVER/50/GM/CD BOX/ESSENTIAL GLOW HIBISCUS MOISTURIZER CREAM SPF 15 FOR NORMAL TO DRY AND MATURE SKIN,10000,10000,50 GM,CD BOX
SMITHLINE BEECHAM (PVT)LTD ,SENSODYNE,SENSODYNE/1/NO/SENSITIVE SOFT,10000,10000,1 NO,PL PACK
4 EVER SKIN NATURALS (PVT) LTD,4 EVER,4 EVER/50/GM/CD BOX/ DAILY MOISTURIZER VENIVAL BRIGHTENING MOISTURIZER CREAM SPF 15 NORMAL TO OILY SKIN,10000,10000,50 GM,CD BOX
HEMAS MARKETING,GALAXY BY GOLD,GALAXY BY GOLD/50/ML/ CD BOX /SPECIAL EDITION ,10000,10000,50 ML,CD BOX
NESTLE LANKA,MAGGI,MAGGI/336/GM/REAL COCONUT MILK POWDER/CD BOX SAVE RS 100,336,GM,336GM,CD BOX
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85/GM/CAROL COOKIES/PLCH,85,GM,85GM,PLCH
NESTLE LANKA,MAGGI,MAGGI/25/GM/REAL COCONUT MILK POWDER/PLPCH,25,GM,25GM,PLPCH
EXPOTEAS CEYLON (PVT) LTD,RANDALU,RANDALU/200/GM/PLPCH /PURE CEYLON 100 TEA BAGS CATERING PACK,200,GM,200GM(100TEA BAGS),PLPCH 
UNILEVER SRI LANKA LTD,AYUSH,"AYUSH/30/GM/CDBOX/TOTAL ORAL CARE/CAVITY PROTECTION, HEALTHY GUMS & REDUCED PLAQUE/WITH CLOVE OIL & DASANAKANTHI CHOORNAM",10000,10000,30 GM,CDBOX 
DSL ENTERPRISES (PVT) LTD,DOMS,DOMS/1/NO/CDBOX/BI-COLOUR PENCIL/12/SHADES,1,NO,1NO,CDBOX
DSL ENTERPRISES (PVT) LTD,DOMS,DOMS/1/NO/CDBOX/MECHANICAL PENCIL/0.7MM,1,NO,1NO,CDBOX 
LIVE WATER LANKA PVT LTD,KANDY,KANDY/1000/ML/NATURE FRESH/PBT,1000,ML,1000ML,PBT
SMITHKLINE BEECHAM (PVT)LTD,SENSODYNE ,SENSODYNE/1NO/EWPRK/SENSITIVE SOFT ,1,NO,1NO ,EWPRK
UNILEVER SRI LANKA LTD,SUNSILK,"SUNSILK /80ML/PLPCH/DAMAGE RESTORE WITH KING COCONUT OIL,KARATIN PROTEIN, VITAMIN C ACTIV-MIX SHAMPOO FREE LIFEBUOY MILD CARE WITH MILK PROTEIN 75G ",80,ML,80ML,PLBOT 
C.B COSMETICS,BN,BN/120ML /CDBOX/ROYAL MARRIAGE RED ,120,ML,120ML,CDBOX 
CIC HOLDINGS (PVT) LTD,PEADIA SURE GOLD,PEDIA SURE GOLD\380\G\TIN\CLASSIC  VANILLA NUTRITIONAL SUPPLEMENT FOR CHILDREN 1-10YEARS,380,GM,380G,TIN
HEMAS MANUFACTURING PVT LTD,FEMS,FEMS\10NO (1 PACK)\EWRPK \DRYTEX WINGS 3X PROTECTION ,10,NO,10NO (1 PACK),EWRPK 
HEMAS MANUFACTURING PVT LTD,FEMS,FEMS\10NO \(1PACK)\EWRPK \COTTON FEEL WINGS 3X PROTECTION ,10,NO,10NO (1 PACK),EWRPK 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA \75\G\CD BOX\KOHOMBA AYURVEDA SOAP,75,GM,75G,CD BOX
EAGLE ENTERPRISES ,EAGLE ,EAGLE/50/GM/PLCAN/BAKING POWDER ,50,GM,50GM,PLCAN
NESTLE LANKA,MAGGI,REAL COCONUT MILK POWDER/25 GM/PLPH,10000,10000,25 GM,PLPH
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40ML/CURRY LEAVES &BRINGARAJ/PLBOT ,10000,10000,40 ML,PLBOT 
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40 ML/AMLA HENNA&ALOE VERA/PLBOT ,10000,10000,40 ML,PLBOT 
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40 ML/SHIKAKAI&HIBISCUS/PLBOT ,10000,10000,40 ML,PLBOT 
MEDI FIT CARE ,DEVI ,DEVI SHAMPOO/100 ML/DAILY MOISTURISING/ANTI DANDRUFF /HAIR FALL PROTECTION/PLBOT ,10000,10000,100 ML,PLBOT
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/80 ML/SHIKAKAI &HIBISCUS/PLBOT ,10000,10000,80 ML,PLBOT 
RANMUTHU PRODUCTS,RANMUTHU,RANMUTHU/40/GM/PLPCH/TIKIRI SOYA/RANMUTHU PRODUCTS,10000,10000,40 GM,PLPCH 
RANMUTHU PRODUCTS,RANMUTHU,RANMUTHU/45/GM/PLPCH/TIKIRI SOYA/RANMUTHU PRODUCTS,10000,10000,40 GM,PLPCH 
THENNAKOON FOOD PRODUCTS,THENNAKOON,THENNAKOON/30/GM/PLPCH/PEPPER POWDER/THENNAKOON FOOD PRODUCTS,10000,10000,30 GM,PLPCH 
THENNAKOON FOOD PRODUCTS,THENNAKOON,THENNAKOON/30/GM/PLPCH/TURMERIC POWDER/THENNAKOON FOOD PRODUCTS,10000,10000,30 GM,PLPCH 
UNILEVER SRI LANKA LTD,AYUSH ,AYUSH/30 GM/CDBOX/TOTAL ORAL CARE/CAVITY PROTECTION HEALTHY GUMS & REDUCES PLAQUE,10000,10000,30 GM ,CDBOX 
UNILEVER SRI LANKA LTD,AYUSH ,AYUSH/70/GM/CDBOX/TOTAL ORAL CARE/CAVITY PROTECTION HEALTHY GUMS & REDUCES PLAQUE,10000,10000,70 GM ,CDBOX 
GAJANAYAKA FRUIT,PAZA ,PAZA/200/ML/MIXED FRUITS NECTAR/PLBOT ,200,ML,200ML,PLBOT
GAJANAYAKA FRUIT,PAZA,PAZA/200/ML/MANGO NECTAR/PLBOT,200,ML,200ML,PLBOT
GAJANAYAKA FRUIT,PAZA ,PAZA/200/ML/WOOD APPLE NECTAR/PLBOT,200,ML,200ML,PLBOT
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/ 190 / GM / PLPCH/ CREAM CRACKER / FREE / ASTRA / 18 / GM / PLPCH/ MULTI PURPOSE / FAT SPREAD,10000,10000,190 GM,PLPCH 
CEYLONLIGHT PRODUCTS,CLEAN DAY,CLEAN DAY/120/GM/WITH REAL LEMON,10000,10000,120 GM,EWRPK
EAST WEST MARKETING,MY CHOICE,MY CHOICE/90/GM/CHICKEN FLAVOURED DEFATTED SOYA MEAT,10000,10000,90 GM,PLPCH
START KING,STAR KING,STAR KING/500/ML/CLO & RAX WHITEN REMOVE STAINS DISINFECT,10000,10000,500 ML,PLBOT
RUSBRO PRODUCTS & DISTRIBUTORS,RUSBRO,RUSBRO/100/GM/FACTORY FRESH TEA,10000,10000,100 GM,PLPCH
RUSBRO PRODUCTS & DISTRIBUTORS,RUSBRO,RUSBRO/250/GM/FACTORY FRESH TEA,10000,10000,250 GM,PLPCH
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/CAROL/85/GM/PLPCH/COOKIES,10000,10000,85 GM,PLPCH
CARGILLS DAIRIES (PVT)LTD,MAGIC,MAGIC VANILLA & CHOCOLATE ICE CREAM 1000ML,1000,ML,1000ML,PLTUB
PEPSICO INTERNATIONAL,OLE CREAM SODA,OLE/400/ML/PLBOT/CREAM SODA ,400,ML,400ML,PLBOT 
JEEWAKA FOOD (PVT) LTD,JEEWAKA,JEEWAKA WOODAPPLE NECTAR - 200ML,200,ML,200ML,PET
CEYLON BISCUITS LIMITED,MUNCHEE BOUR,MUNCHEE /85G/POCH PACK /CAROL COKES ,85,GM,85G,POCH 
DELMAR LANKA PVT LTD,CALIN ,CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 70GM,70,GM,70GM,CDBOX
SUNSHINE COUNSUMER LANKA LTD,WATAWALA CEYLON ,WATAWALA / 50 GM / PLPCH  / WATAWALA CEYLON  TEA ,10000,10000,50 GM,PLPCH 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA ,CHANDANALEPA / 75 GM / CDBOX  /  CHANDANALLEPA  VENIVEL AYURVEDA SOAP,10000,10000,75 GM,CDBOX 
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE /400 GM / PLPCH  / FULL  CREAM MILK POWDER  /  (SAVE RS.50 /=)  ,10000,10000,400 GM,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,85,GM,85GM,PLPCH
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDBOX/1 ST CUP MALTED FOOD DRINK + FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU NOODLES ,400,GM,400GM,CDBOX
SIRIGAMA PRODUCT,SIRIGAMA,SIRIGAMA/200/GM/PLPCH/SOYAMEAT,200,GM,200GM,PLPCH
CHERISH BISCUIT (PVT) LTD,CHERISH CHOCO WAFERS,CHERISH/310/G/PLPCH/CHOCO FLAVOURED CREAM WAFERS,10000,10000,310/G,PLPCH 
DARE HOUSEHOLD PRODUCTS,DARE,DEAR/250ML /PLBOT/VIVID/DISH WASHING LIQUID ,250,ML,250ML ,PLBOT 
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE /CAROL COOKIES/ 85 /GM/PLPCH,10000,10000,85 GM,PLPCH
AGGRA,AGGRA,AGGRA /COLOUR SPARX /COLOUR PENCIL/ 12 COLOUR PACK /1 NO/ CDBOX + SAVE/ RS 75,10000,10000,12 PENCIL,CDBOX
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE / LOCAL GOODNESS/ DRINKING YOGHUT/ VANILLA FLAVOUR/180/ ML/PLBOT,10000,10000,180 ML,PLBOT
HEMAS MARKETING,DANDER ANTI DANDRUFF ,DANDEX ANTI DANDRUFF \80\ML\PBT\COOLING +RELIEF  COOL MINT & ALOE SHAMPOO SAVE R.S 50,10000,10000,80 ML,PBT
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE \340\G\PLPCH\CAROL COOKIES ,340,GM,340G,PLPCH 
UNILEVER SRI LANKA LTD,AYUSH,AYUSH\70\G\CD BOX\TOTAL ORAL CARE WITH CLOVE OIL& DASANAKANTHI CHOORNAM,70,GM,70G,CD BOX
UNILEVER SRI LANKA LTD,LUX,LUX/70/G/EWRPK/NO-1/BRIGHT & GLOW C + E SAVE 25/-,70,GM,70G,EWRPK 
RIO MARKETING (PVT) LTD,KIWI,KIWI/120/PGS/1/NO/SQUARE RULED 1\2 INCH BOOK,120,PGS,120PGS,1NO
ATLAS AXILLIA CO. (PVT) LTD,HOMERUN,HOMERUN/200/PGS/1/NO/SQUARE RULED 1\2 INCH BOOK,200,PGS,200PGS,1NO
ATLAS AXILLIA CO. (PVT) LTD,HOMERUN,HOMERUN/160/PGS/1/NO/SQUARE RULED 1\2 INCH BOOK,160,PGS,160PGS,1NO
MALIBAN BISCUIT MANUFACTORIES,MALIBAN SMART CREAM CRACKER,MALIBAN/190 GM/PLPCH/SMART CREAM CRACKER FREE ASTRA MULTI PURPOSE FAT SPREAD 18 GM,10000,10000,190 GM,PLPCH
MY COOL LANKA PVT LTD,MY COOL FRUTO,MYCOOL/185/ML/CUP/FRUTO/MY COOL LANKA PVT,185,ML,185ML,CUP
EKATERRA  CEYLON (PVT) LTD ,RASA KAHATA,RASA KAHATA/50/GM/PLPCH/PURE CEYLON BLACK TEA,50,GM,50GM,PLPCH 
PURE BLEND (PVT) LTD,PURE BLEND,PURE BLEND/50/G/CHILLI PIECES/PLUPCH,50,GM,50G,PLUPCH
PARAKUM PRODUCTS (PVT) LTD,ELEPHANT ,ELEPHANT /60/ML/PLBOT/BINDER GLUE,60,ML,60ML,PLBOT 
UNILEVER SRI LANKA LTD,SUNSILK,"SUNSILK/80/ML/PLBOT /NOURISHING SOFT AND SMOOTH SHAMPOO WITH EGG PROTEIN,ALMOND OIL AND VITAMIN C WITH ACTIV-MIX FREE LUX 70 GM BRIGHT GLOW WITH VITAMIN C + E SOAP",80,ML,80ML,PLBOT 
MY COLA BEVERAGES PVT LTD,MY TAMARIND,MY TAMARIND/750/ML/PLBT/TAMARIND FLAVOURED DRINK,10000,10000,750 ML,PLBT
NATURE'S BEAUTY CREATIONS LTD,BONITA,BONITA/65/GM/CDBOX/ELEGANT BEAUTY EL GERANIO,10000,10000,65 GM,CDBOX 
NATURE'S BEAUTY CREATIONS LTD,BONITA,BONITA/65/GM/CDBOX/ELEGANT BEAUTY EL JACINTO,10000,10000,65 GM,CDBOX 
GREEN LANKA COSMETICS CO.,SUDUMAL,SUDUMAL/450/GM/EWRPK/3 IN 1,450,GM,450GM,EWRPK
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK /80ML/PBT/NOURISHING SOFT SAMPOO/FREE LUX BRIGHT GLOW ROSE 70G,80,ML,80ML,PBT
GALGEDARA MARKETING (PVT) LTD,LEAVES,LEAVES/200CR/,200,CR,200CR,P
GALGEDARA MARKETING (PVT) LTD,LEAVES,LEAVES/120 CR/,10000,10000,LEAVES ,10000
GALGEDARA MARKETING (PVT) LTD,LEAVES,LEAVES /40PAGES/DROVINGBOOK,10000,10000,40,P
GALGEDARA MARKETING (PVT) LTD,LEAVES,LEAVES /80/BLANK BOOK,10000,10000,80 PAGES,P
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
NADETH SPECIAL PRODUCT ,NADITH ,NADITH /50G/POCH PACK /TURMERIC POWDER /,50,GM,50G,POCH 
ATLAS AXILLIA CO. (PVT) LTD,ATLAS,"ATLAS / 80 / PAGES / B5 SQUARE RULE 1/2""",10000,10000,80 PAGES,BOOK
NEW WASANA PRODUCTS ,ONE SHOT,ONE SHOT/100/ML/PLBOT/CLOROX,10000,10000,100 ML,PLBOT 
VELOX PERSONAL CARE,VELOX,VELOX DISH WASH WITH FRESH LEMON/500/ML/PLBOT,500,ML,500ML,PLBOT
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH SAVE 50/=,10000,10000,400 GM ,PLPCH
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,10000,10000,25 GM,PLPCH
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5/ML/DARK NIGHT POCKET PERFUME ,18.5,ML,18.5ML,10000
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/400/GM/PLPCH/FULL CREAM MILK POWDER SAVE RS.50,400,GM,400GM ,PLPCH 
AUSSEE OATS MILLING PVT LTD,OATEO,OATEO/500/GM/PLPCH/JUMBO ROLLED OATS,500,GM,500GM,PLPCH 
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5/ML/FRESH EXTREME POCKETS PERFUME ,18.5,ML,18.5ML,10000
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,75,GM,75GM ,CDBOX 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/CDBOX/ACTIVE FLORAL BABY COLOGNE FREE + PEARS/90/GM/CDBOX/RATHMAL & KOKUM BABY SOAP ,100,ML,100ML,CDBOX 
A.S.K.OSUSALA,ASK HAIR SHAMPOO ,ASK HERBALS/200/ML/PLBOT/CLEAN STRONG & HEALTHY HAIR FOR ALL TYPES OF HAIR SHAMPOO ,10000,10000,200,ML
A.S.K.OSUSALA,ASK HAIR CONDITIONER ,ASK HERBALS/200/ML/PLBOT/CLEAN STRONG & HEALTH HAIR FOR ALL TYPES OF HAIR CONDITIONER ,10000,10000,200,ML
A.S.K.OSUSALA,ASK HERBALS ,ASK HERBALS/200/ML/PLBOT/FAIRNESS BODY LOTION ,10000,10000,200,ML
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP,75,GM,75GM ,CDBOX 
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,25,GM,25GM ,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE CAROL COOKIES/85/GM/PLPCH,85,GM,85GM,PLPCH 
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDB/KING COCONUT OIL, SANDALWOOD, AROODA, JASMINE, KOKUM POTHU/SAVE RS.15/=",70,GM,70GM ,CDB
UNILEVER LANKA CONSUMER LTD ,VIM,VIM/500/ML/PBT/LIME FRESH DISHWASH LIQUID/SAVE RS. 50/=,500,ML,500ML ,PBT
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWREP/LEMONGRASS FOR A PLAYFUL CITRUSY SENSATION ,67,GM,67GM,EWREP 
HEMAS MARKETING,DIVA FRESH,DIVA FRESH/1000/GM/PLPCH/GARDENIA & ROSE 3 IN 1 LONG LASTING FRESHNESS ,1000,GM,1000GM,PLPCH 
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/125/GM/CDB/REAL COCONUT MILK POWDER ,125,GM,125GM,CDB
FONTERRA BRANDS LANKA (PVT)LTD,RED COW,REDC0OW / 18 / GM / PLPCH  / SUGAR ADDED MILK MIX ,10000,10000,18 GM,PLPCH 
SWADESHI INDUSTRIAL WORKS LTD,BLACK EAGLE,BLACK EAGLE/MUSK/COLOGNE SPRAY/100 ML/CDBOX,10000,10000,100 ML,CDBOX
BELLOSE LANKA LTD,BELLOSE,BELLOSE/HAIR LOSS CONTROL/KERATINE/CONDITIONER/210 ML/PLBOT,10000,10000,210 ML,PLBOT
BELLOSE LANKA LTD,BELLOSE,BELLOSE/PERFECT STRAIGHT/KERATIN/CONDITIONER/210 ML/PLBOT,10000,10000,210 ML,PLBOT
GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE/SOFT/SENSITIVE/TOOTH BRUSH/1 NOS,10000,10000,1 NOS,NONE
LANKA CANNERIES,MD,MD/MUSTARD CREAM/170/G/RGB/,170,GM,170G,RGB
HEMAS MANUFACTURING [PVT] LTD,VELVET,VELVET/200/ML/PBT/GLOW PERFECT SHEA BUTTER SAFFRON EXTRACT ,10000,10000,200 ML,PBT
BELLOSE LANKA LTD,BODY DOO,BODY DOO / 200/ ML/ PBT/ ALOE HYDRATION BODY DOO ,10000,10000,200 ML,PBT
BELLOSE LANKA LTD,BODY DOO,BODY DOO/200/ML/PBTRESTORING CARE BODY LOTION,10000,10000,200 ML,PBT
BATUWANGALA TEA DISTRIBUTORS,RANLANDA B THE,RANLANDA THE/400/GM/PLPCH/RANLANDA BLACK THE,10000,10000,400 GM,PLPCH
IMPORTED,AKOYA BLUE ,AKOYA BLUE PARIS EAU DE PARFUM NATURAL SPRAY 60 ML CDBOX,10000,10000,60 ML,CDBOX
IMPORTED,MISS UNIVERSE,MISS UNIVERSE RIIFFS EAU DE PARFUM NATURAL SPRAY 100 ML CDBOX,10000,10000,100 ML,CDBOX
IMPORTED,CHICHI,CHICHI EAU DE TOILETTE NATURAL SPRAY 100 ML CDBOX,10000,10000,100 ML,CDBOX
IMPORTED,MISS WORLD,MISS WORLD FOR HER RIIFFS EAU DE PARFUM NATURAL SPRAY 100 ML CDBOX,10000,10000,100 ML,CDBOX
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/G/PLPCH/LEMONGRASS ,10000,10000,67/G,PLPCH 
DUMBARA NATURAL FOODS (PVT) LTD,DUMBARA ,DUMBARA/200/GM/MANGO DRINK/PLBOT,10000,10000,200 GM,PLBOT
WIJAYA PRODUCTS (PVT) LTD,WIJAYA ,WIJAYA/50G/PLPCH/BOPF TEA,50,GM,50G,PLPCH 
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25G/PLPCH/REAL COCONUT MILK POWDER,25,GM,25G,PLPCH 
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY/30ML/CDBOX/FLORAL KOHOMBA WITH RATHMAL AND ROSE WATER,30,ML,30ML,CDBOX 
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70G/CDBOX/KING COCONUT, LOOTHSUBUTU, KOMARIKA SAVE RS 15.00",70,GM,70G ,CDBOX 
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70G/ CDBOX/KING COCONUT, SUDU HADUN, ARUDHA,SAMANPICCHA,KOKUM POTHU SAVE RA 15.00",70,GM,70G ,CDBOX 
LITTLE LION ASSOCIATES,LITTLE LION,LITTLE LION/200/GM/CDBOX/SOFT LOG SPONGE ROLL CHOCOLATE FLAVOURED ,10000,10000,200 GM,CDBOX 
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,10000,10000,25 GM,PLPCH
SILVERMILL NATURAL BEVERAGE (PVT)LTD,SILVERMILL ,SILVERMILL COCONUT MILK 180ML,180,ML,180ML,TPK
SAMMANA STATIONER (PVT) LTD,SAMMANEE,SAMMANEE - BINDER GLU 40GM,40,GM,40GM,PLBOT
RUHUNU ROYAL INDUSTRIES,RUHUNU ROYAL,RUHUNU ROYAL/50/GM/PLPCH/ROASTED CURRY POWDER ,50,GM,50GM,PLPCH
DIYON FOOD PRODUCTS,RUHUNU ROYAL,DIYON FOOD/50/GM/PLPCH/PEPPER POWDER ,50,GM,50GM,PLPCH
COCA-COLA BEVERAGES,KINLEY SODA,KINLEY/750/ML/PET/SODA,750,ML,750ML,PET
CARE SUPER CLEAN PRODUCT (PVT) LTD,LAKDINU DEDUNU LIGHT,"LAKDINU/150/GM/EWRPK/DEDUNU LIGHT, DETERGENT SOAP ",150,GM,150GM,EWRPK 
ROYAL GRINDING MILLS ,ROYAL,ROYAL/50/GM/PLPCH/CURRY POWDER ,50,GM,50GM,PLPCH 
MADUMALI PRODUCTS,MADUMALI,MADUMALI/1KG/POCH /CURRY POWDER ,1,KG,1KG,POCH 
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL,VENDO VENIVAL/90G/CD/TURMERIC VENIVAL,90,GM,90G,CD
KDU EXPORTS (PVT) LTD,TEEJA,TEEJA/50G/POCH /THADA KAHATA,50,GM,50G,POCH 
NATURE'S BEAUTY CREATIONS LTD,BONITA,"BONITA/65/GM/CDBOX/ELEGANT BEAUTY, EL GERANIO",65,GM,65GM,CDBOX 
NATURE'S BEAUTY CREATIONS LTD,BONITA,"BONITA/65/GM/CDBOX/ELEGANT BEAUTY,EL JACINTO",65,GM,65GM,CDBOX 
